,$(ΣI)_{n}$,$(ΣS)_{n}$,"$I_{1619, n}$","$S_{1619, n}$","$I_{1720, n}$","$S_{1720, n}$",$(\frac{ΣI}{ΣS})_{n}$,$(\frac{ΣI}{I_{1619}})_{n}$,$(\frac{ΣI}{S_{1619}})_{n}$,$(\frac{ΣI}{I_{1720}})_{n}$,$(\frac{ΣI}{S_{1720}})_{n}$,$(\frac{ΣS}{I_{1619}})_{n}$,$(\frac{ΣS}{S_{1619}})_{n}$,$(\frac{ΣS}{I_{1720}})_{n}$,$(\frac{ΣS}{S_{1720}})_{n}$,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(\frac{I_{1619}}{I_{1720}})_{n}$,$(\frac{I_{1619}}{S_{1720}})_{n}$,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(ΣI^{-1})_{n}$,$(ΣI^2)_{n}$,$(ΣI^{-2})_{n}$,$(ΣI^3)_{n}$,$(ΣI^{-3})_{n}$,$(ΣI^4)_{n}$,$(ΣI^{-4})_{n}$,$(ΣI^5)_{n}$,$(ΣI^{-5})_{n}$,$(ΣS^{-1})_{n}$,$(ΣS^2)_{n}$,$(ΣS^{-2})_{n}$,$(ΣS^3)_{n}$,$(ΣS^{-3})_{n}$,$(ΣS^4)_{n}$,$(ΣS^{-4})_{n}$,$(ΣS^5)_{n}$,$(ΣS^{-5})_{n}$,$(I_{1619}^{-1})_{n}$,$(I_{1619}^2)_{n}$,$(I_{1619}^{-2})_{n}$,$(I_{1619}^3)_{n}$,$(I_{1619}^{-3})_{n}$,$(I_{1619}^4)_{n}$,$(I_{1619}^{-4})_{n}$,$(I_{1619}^5)_{n}$,$(I_{1619}^{-5})_{n}$,$(S_{1619}^{-1})_{n}$,$(S_{1619}^2)_{n}$,$(S_{1619}^{-2})_{n}$,$(S_{1619}^3)_{n}$,$(S_{1619}^{-3})_{n}$,$(S_{1619}^4)_{n}$,$(S_{1619}^{-4})_{n}$,$(S_{1619}^5)_{n}$,$(S_{1619}^{-5})_{n}$,$(I_{1720}^{-1})_{n}$,$(I_{1720}^2)_{n}$,$(I_{1720}^{-2})_{n}$,$(I_{1720}^3)_{n}$,$(I_{1720}^{-3})_{n}$,$(I_{1720}^4)_{n}$,$(I_{1720}^{-4})_{n}$,$(I_{1720}^5)_{n}$,$(I_{1720}^{-5})_{n}$,$(S_{1720}^{-1})_{n}$,$(S_{1720}^2)_{n}$,$(S_{1720}^{-2})_{n}$,$(S_{1720}^3)_{n}$,$(S_{1720}^{-3})_{n}$,$(S_{1720}^4)_{n}$,$(S_{1720}^{-4})_{n}$,$(S_{1720}^5)_{n}$,$(S_{1720}^{-5})_{n}$,$(ln|ΣI|)_{n}$,$(ln|ΣS|)_{n}$,$(ln|I_{1619}|)_{n}$,$(ln|S_{1619}|)_{n}$,$(ln|I_{1720}|)_{n}$,$(ln|S_{1720}|)_{n}$
19,0.9941448127989442,0.9560674110100644,0.8424541378066722,0.6130855346041171,0.7626822827714017,0.08774306398709546,0.2924633523978994,0.3668128876944492,0.09142326405403951,0.27399064633422826,0.06886953278772881,0.4923977344897285,0.14998803655143658,0.2593278513399507,0.040550370858460104,0.06695706604573715,0.17134562433027833,0.033131920700342606,0.39155719569924163,0.08278676793347936,0.09343807698692491,0.0024825478953851565,0.9917820008380187,0.001477337748856361,0.989066204339135,0.0008333769931219842,0.9861011817732397,0.00044916435076703537,0.9829794640148897,0.00023321554130891972,0.01454355244603861,0.9344861026226189,0.007179609838583512,0.910198359948821,0.003257882225148327,0.8847133732691786,0.0013845662715521404,0.859037132377942,0.0005604324140868538,0.041680161836080365,0.7598164342996525,0.01681078827903555,0.6752867322828173,0.006012667942688342,0.5960502761993768,0.0019788683236448444,0.5247003316184772,0.0006159982632716491,0.04410697394880961,0.40819779124607575,0.007690616836243092,0.2635489310180605,0.0010909900401934575,0.16919447123485457,0.00014030351881130863,0.10853040598425472,1.7162004700783968e-05,0.054960747963408524,0.6386882037870147,0.019378809132751314,0.5225140365369473,0.0059310013923011525,0.4235009722666578,0.0016583968652035604,0.34219896215914597,0.00043823485435226083,0.0335931122462541,0.008232298351781516,0.0013448569597148139,0.0007484049777983187,4.989695591564819e-05,6.795326348066982e-05,1.8386656192576888e-06,6.169697443671899e-06,6.771153444448053e-08,0.996068439502582,0.9733431022483625,0.9116505897244237,0.8302034196334006,0.8721742575367046,0.5791496630923026
20,0.9800428830611908,0.8716515510924425,0.9047804835028116,0.6600820303264257,0.7578839630440304,0.07986931213421494,0.3315265067063929,0.32473665464178414,0.07730428271740265,0.2718932027486843,0.07516751467001198,0.4113569187087183,0.12432028042429408,0.23028100276507352,0.041858821526921636,0.06382511188004675,0.19157860977823743,0.03858863226452279,0.4235041548605066,0.0969988239648022,0.1028416536279323,0.008531349013923717,0.9721035941480984,0.005097861905918044,0.9630356815321963,0.0028876358464321183,0.9532023912655531,0.0015627995957901847,0.9429234778149228,0.0008148112897769198,0.04515594637632492,0.8141690057869623,0.023002063525180513,0.7525332105997647,0.01077680180898239,0.6911653868496068,0.0047317660602791654,0.6326908670205704,0.001979946007091511,0.02389126424597593,0.8511398168501695,0.009371408490061503,0.7938132159655047,0.0032568691053088874,0.7374421254564143,0.001040585302538948,0.6840512699727574,0.00031418280549613787,0.03628514315676874,0.46628283164013856,0.006081638573211721,0.3210622631942637,0.0008258365475816013,0.22006624853491064,0.00010126901410250068,0.15074456626929036,1.1770960932035692e-05,0.05634438591545041,0.6321787173813567,0.01992007830158156,0.5148777183918416,0.006114099502632519,0.4153473104155187,0.0017147717708079883,0.33400154934041837,0.0004545782848558597,0.03708870738257849,0.006868881003901783,0.0016135816811052171,0.0005706273268160571,6.545286413145081e-05,4.7334033118932196e-05,2.639661093180061e-06,3.926162536287519e-06,1.0640430654817705e-07,0.9865444552668755,0.9197398494852109,0.947974739547218,0.8553246184258424,0.869284817428249,0.5632926105437084
21,0.0,0.10380099176169516,0.5446683558710739,0.08989986228555615,0.0,0.031235944816531983,0.32881612357016005,0.06404490234088672,0.2377216711937858,0.7937457092251101,0.0774434797421398,0.15012390667959397,0.2913711155295206,0.6553814656706289,0.04330699389424118,0.5705928891148391,0.9175168242721828,0.06672074577550789,0.4148128419975485,0.052703920482443004,0.05236938501110589,1.0,0.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,0.9999999999999999,0.7349534778986756,0.05600313534225111,0.6348649232840591,0.02786163233798908,0.5361598081824435,0.013022971478788128,0.4464045437066794,0.005815558296742809,0.36876009186067366,0.16277762260216477,0.3902549690984892,0.07792593201725218,0.2661107455650512,0.033529813063358734,0.1767200517072476,0.013446678117674414,0.11593349871504106,0.005162015135593271,0.4253450472689191,0.01923099186516874,0.21422548472406983,0.003439230060659569,0.10173265702292507,0.0005704126591171386,0.04768271798274813,9.16150630640318e-05,0.0222957050777729,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,1.0,0.09395090086994759,0.0011773531420810675,0.009394079808066948,4.093666431777751e-05,0.0009120759790408381,1.412450504440061e-06,8.845677790889455e-05,4.869796850064186e-08,8.57856488557396e-06,0.0,0.17464156546126297,0.7052473033137381,0.29080016209862714,0.0,0.4092864022834231
22,0.9416130628401781,0.8179264454404351,0.8295102956846162,0.6292230506247605,0.7482772416522747,0.07424672839895444,0.3454038888280438,0.3530905863615429,0.0810130900738988,0.26388156578366956,0.07902889903547178,0.4273864418129368,0.12467929240714176,0.21489866013213127,0.04319087881550972,0.05858000610761285,0.17245389963731217,0.038818268493204966,0.40833436667446443,0.09971956807738845,0.10995496654301071,0.025532685453893533,0.919296521197529,0.015433124451492503,0.8942475311377298,0.00884367794634866,0.8675862858165809,0.004842349955821432,0.8402628359601347,0.002554523933636815,0.06672334447990158,0.7414084508418946,0.0347277143167883,0.6619503793713553,0.016636932756818275,0.5855404255812092,0.007474909195067197,0.5153780960089225,0.0032030057638618506,0.0456200611515834,0.7414571432470934,0.018511770364088617,0.6522259073525158,0.006663008124287667,0.5694324521169382,0.0022073546505033317,0.49568050224185595,0.0006918218696081094,0.04130408924359116,0.42771273007044275,0.0071019029378655086,0.2824491232727301,0.0009919588807460419,0.18554126811661417,0.00012542681023906764,0.12179016027457785,1.5066067756294922e-05,0.0591553653293064,0.6192408690866567,0.02102779063974161,0.4998105629700709,0.006491566230295,0.3993762231681717,0.00183184682284587,0.3180612772432746,0.0004887689915258479,0.04001901640675402,0.005970654039578386,0.0018575542894930521,0.0004626035982082628,8.074441857513714e-05,3.578139347440003e-05,3.4919585433817123e-06,2.767409276163091e-06,1.5095745726454354e-07,0.9601864622731485,0.8838431118049357,0.9038593291447654,0.8390168075907302,0.8634574419865042,0.5510223145065933
23,0.6825004123371267,0.8103058140683759,0.9948661708890522,0.721733592740677,0.6525823061137435,0.04535442846141208,0.22926972229308867,0.1705839014367202,0.033605086246468754,0.2249855542017553,0.10802076864669996,0.3361884267692204,0.10166591967883393,0.26468620737223975,0.07023063283182202,0.06182916627491322,0.264612473464603,0.07274178733003661,0.5232561716990729,0.18069227681904623,0.16321748104774184,0.16428074236138113,0.5945404957737438,0.10855115960460182,0.5075038331592462,0.06822339508691243,0.426521815899172,0.04110464159107459,0.3545604669256898,0.023937181777584984,0.06992879541757335,0.7313279410292515,0.03651123789932538,0.6496944476687538,0.017549029429215893,0.571585674113904,0.00791174157732704,0.5002460682880133,0.003402251036880545,0.0011987097117554524,0.9916861421676925,0.0004532604494188394,0.9880769901725556,0.0001517762257273944,0.9842875510256414,4.6701877779890995e-05,0.9804420945617208,1.3573299130724545e-05,0.027416673092402408,0.5482662828215322,0.004385210578040802,0.4084176457330577,0.0005658184830060013,0.3032298014780556,6.566069249631058e-05,0.22503360281370832,7.195363455944509e-06,0.09049754489249043,0.497266965098418,0.03411199759321444,0.365253477561671,0.011219020016218401,0.26415074366365676,0.0033878822867082527,0.18999186197627835,0.0009714349029266927,0.06574655733995186,0.0023455788547072426,0.0047319684560080495,0.0001143728919328739,0.00032662008670101026,5.554055256814326e-06,2.2496813433037104e-05,2.696337707894979e-07,1.549366481767193e-06,0.7648912054316889,0.8786307211895279,0.9972934669466538,0.8859591859309609,0.8020705597563962,0.4693280970134679
24,0.578179119247897,0.2207902570228631,0.9999999999999997,0.7101694581648578,0.5604881972054914,0.04871110973141556,0.6992175049120197,0.13089362025182616,0.025157876018593248,0.24468560290604852,0.09298190795752029,0.06077927250816245,0.02603656627613997,0.05131073406641529,0.033977177158197494,0.066356073395162,0.31699565245417477,0.06818376593376564,0.5803511345686131,0.16649747951961216,0.1348392469733564,0.2356402521548545,0.4791804851986553,0.16252869861086366,0.3865195418852415,0.10694609885675536,0.3052342579324875,0.06765875693673688,0.2373671008168806,0.04148800574681992,0.5312795816718473,0.13239341754811057,0.4033298273721266,0.07383711700743255,0.29355780076070354,0.039009002087730005,0.20767983199766032,0.01984214808880131,0.14442413622951322,5.551115123125783e-17,0.9999999999999994,2.7755575615628914e-17,0.9999999999999994,8.673617379884035e-18,0.9999999999999992,2.6020852139652106e-18,0.9999999999999989,7.589415207398531e-19,0.028974559282496676,0.5323881560814206,0.0046733777106464066,0.3909577220948611,0.000608506906005387,0.2860846524921748,7.130787242333298e-05,0.20924422610737395,7.895976048088157e-06,0.1278271013874346,0.3917302861203662,0.05145184949809321,0.26056655218495356,0.01819098801890417,0.16953808802898582,0.00594195438773852,0.10939911201220202,0.0018532974036035578,0.06129159906497104,0.0026815931228809857,0.004140100550942207,0.00013969337174622468,0.000267426788687434,7.250730988068844e-06,1.7232606048318305e-05,3.762583213200668e-07,1.1103054524548246e-06,0.6759399405790082,0.3372044963942509,0.9999999999999998,0.8803969149033181,0.7363530905879946,0.48101812127140814
25,0.4741876958601353,0.0895714051336986,0.9999999999999999,0.6355142261590947,0.4769430412731667,0.0298413049611791,0.8519633460035603,0.09334246197466889,0.027376377631738433,0.2622363330206737,0.13632272740898216,0.0,0.016444550093536084,0.021003653768392194,0.044064444369118314,0.09216866266635415,0.37438443522744014,0.1082284111578617,0.5881130161930133,0.23699291863806043,0.19390062971960184,0.3190614750767663,0.37297855219179843,0.23087113865564085,0.28364836430304274,0.1600505347294212,0.20997581492350742,0.10710626708720301,0.15234193084427713,0.06973307579499359,0.7655036943880881,0.0476710469816433,0.6732708176756889,0.023377183807893206,0.5805385584877147,0.010762508198492119,0.49443154703787495,0.004730366730443225,0.41826137436504324,0.0,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.04024569634359082,0.435442461837837,0.006883129468812394,0.29005499792151074,0.0009557433788442626,0.1922244752632949,0.00012007321686197844,0.12729748459375362,1.4323875827986897e-05,0.17010656649074926,0.3060428187932218,0.07339675560779688,0.18449140755035134,0.028050772396754377,0.10799943869947669,0.009978229881033779,0.062479445974715844,0.0034106823180525205,0.0980389394161143,0.001083445511718925,0.010200955629682863,3.617775992673754e-05,0.0010319336155971352,1.1980495942891528e-06,0.00010428522338911585,3.964108517180661e-08,1.0538507353201482e-05,0.579920493334445,0.15265337215992192,0.9999999999999999,0.8423983862133729,0.6697402675442081,0.40206740659726303
26,0.4729506844796304,0.09825139158239121,0.3322995862166155,0.3937131875411597,0.3081589659497079,0.06711513658654565,0.8311978910383504,0.5500678345785807,0.09578896271253427,0.4539880847145949,0.061690032055425996,0.2821489947074292,0.060483180682548265,0.11942565141561562,0.01944499510590265,0.020433418604361514,0.17923567012678138,0.023115307430564183,0.5051552258911179,0.07293587681100736,0.06193093847802104,0.3201404730992231,0.3717680839872354,0.23179211249366594,0.28252553883918224,0.16079570087172584,0.20898070099651372,0.10768231766779003,0.15149231732635254,0.0701620746979098,0.7466871925856456,0.05272883447654071,0.6495024007530834,0.026086012959371074,0.5529428764500168,0.01212120264667425,0.4644260270178201,0.005379402221736907,0.38718948639951434,0.31848323355821545,0.19415418994064337,0.18334193449186,0.10465711676504427,0.09716372849033117,0.05375296093613674,0.04898061659997692,0.026897039388412043,0.024026108664383303,0.10119681316031058,0.18753722691240984,0.022635020874954434,0.08369347722404916,0.004260954738202331,0.03679057947736758,0.0007476108206749098,0.016125806023307817,0.00012746270799416805,0.295582121433815,0.1621067158093541,0.15294398406676857,0.07769905621518988,0.07192637737748266,0.03544797118879266,0.03213757016677518,0.015797727673368688,0.014010175874257706,0.04440845977714461,0.004921709267584892,0.0022549274844696726,0.00034641581532685224,0.00010783568970045465,2.433271100162055e-05,5.134995762050009e-06,1.708995046957259e-06,2.4444861405078624e-07,0.5787291330647807,0.16613127342765077,0.5075368620876609,0.684431402368321,0.5070516357272572,0.5341121157037991
27,0.7261256803562591,0.5771564030008633,0.5213482373186087,0.44232460359993175,0.6138748989375464,0.11402041325686076,0.400399801560364,0.48997359508651983,0.11549196082902365,0.2700414484503721,0.043549841043208415,0.5082962198441634,0.14473002586651149,0.1870951507466469,0.021783667137026085,0.055930947617330584,0.11921305212292033,0.017507282667799606,0.341768513540282,0.047843443338100373,0.05761723023682592,0.1374677588799238,0.6454018366022626,0.08933786375977648,0.5637185511187751,0.05517157334910787,0.48588911647843763,0.032632846710704974,0.4149645040846812,0.01863931383635254,0.19047972465967944,0.45176269787820794,0.11125167892273004,0.34056131061915423,0.06028113375105787,0.25040690741273985,0.03086750734025646,0.18141939791408493,0.015184707449344656,0.17595475082845646,0.3659763136525794,0.08567776965973031,0.2437251720984085,0.03756848223150707,0.15775237782447363,0.015380311551352855,0.10075223285417481,0.00603651163760794,0.08440138748030611,0.22926430828374653,0.017653941124767116,0.1124008378366273,0.003076955305394806,0.05444128676519886,0.0004960904956587723,0.0263115405520453,7.73144249008653e-05,0.10519451154708911,0.4514939639607424,0.040710975036358565,0.31843940996616404,0.013781599007684824,0.22056477935822194,0.0042937841860204995,0.15177595122601448,0.0012730217195966718,0.0253214379805991,0.013673898773970083,0.0008056563325560492,0.001600860423129719,2.3307631683211593e-05,0.00018727702323460325,6.670789815231849e-07,2.1908163626502675e-05,1.9068377134426038e-08,0.8001583974988346,0.7021192502427889,0.6861224732927445,0.7218616534954297,0.7753261642877696,0.6236071266554936
28,0.9182747814613225,0.7344500463093437,0.998977363273663,0.7261847221117622,0.6520354714344239,0.03945995666004665,0.38742896120275466,0.2541696655068193,0.05609693151558161,0.32153184517061933,0.14490162244572943,0.29914071045570206,0.09089192983843253,0.23317985284762782,0.0753976214181813,0.061252332185186914,0.2662538688349705,0.08333833146389444,0.5267725274512023,0.20690370521521687,0.18719562730617167,0.03624403262128362,0.8878121460236974,0.02206513986225811,0.8539843984288374,0.01273621929224461,0.8183903947927832,0.007025229275578977,0.7823539437567477,0.0037338159990742987,0.10404150859853523,0.6342400719634258,0.0561457574113937,0.5354469814934665,0.027939364189605922,0.4456429876298141,0.013062646938682431,0.3679852415525759,0.005834844330032092,0.00023802388425242516,0.9983412975343732,8.986007878873659e-05,0.997617476594335,3.0042400607135228e-05,0.9968552944297193,9.229466537770143e-06,0.996079488377712,2.6781722618586306e-06,0.026828958790421784,0.5544394749749485,0.004277588374484717,0.4152741030092002,0.0005500355431751953,0.3100302734113566,6.359377461971332e-05,0.23135912791055108,6.9415136742306875e-06,0.0906961903788159,0.4966060165524479,0.03419921696539986,0.3645626682768852,0.011252135120206244,0.2634935713812211,0.003399326075857758,0.18940321502211244,0.000975158547008878,0.0752600235015589,0.0018096910787103022,0.006127891952011811,7.766082210408206e-05,0.00048096436018999904,3.315366292744919e-06,3.768721629328058e-05,1.4147626123396989e-07,2.952869904665055e-06,0.9438822855515804,0.8249914561288803,0.9994617217251555,0.8880787630702894,0.8017009651151991,0.4467019963367448
29,0.7177140029688273,0.20690477536642754,0.9999999999999997,1.0,0.41701123008906843,0.014769653396882909,0.8449791081712479,0.18127947259516486,0.0,0.4545582969244208,0.3056904909109695,0.05434765493680582,0.0,0.11545076044421893,0.10133384631209486,0.0,0.42468386875199826,0.20011023570323266,0.9999999999999998,0.6578856028199885,0.33304001823396395,0.1425121494413627,0.6354746888001029,0.09290793334454756,0.5526128311750726,0.05756668082970899,0.4740185401453178,0.03416808640681611,0.4027412701295647,0.019587331888088547,0.5517884740568048,0.12259104441522865,0.42471406365826986,0.06747667464378145,0.31405200656433774,0.03514382970964401,0.22607458226123728,0.0176051625595656,0.16014836887206532,5.551115123125783e-17,0.9999999999999994,2.7755575615628914e-17,0.9999999999999994,8.673617379884035e-18,0.9999999999999992,2.6020852139652106e-18,0.9999999999999989,7.589415207398531e-19,0.0,1.0000000000000002,0.0,1.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.2071631660847861,0.25046490019230316,0.09464478228284783,0.1398939897369128,0.0385930439944153,0.07540595370252125,0.014742138783696533,0.040036038533936,0.005438970242773622,0.18235514848121773,0.000315120909955018,0.03424708575846072,5.8567176458400175e-06,0.006340714569660808,1.0634385529234345e-07,0.0011736022949267058,1.9227978965754323e-09,0.0002172207178093288,0.7934411552601727,0.31940770423808074,0.9999999999999998,1.0,0.6169106182438739,0.29591064008219736
30,0.6051459673428995,0.13481249055017036,0.9999999999999997,0.7513078084539396,0.33982611251774747,0.017157282555151813,0.8854072116416374,0.14063131157349984,0.021202629985961022,0.4926940942313442,0.24827062501859332,0.02095522266431188,0.010658074547735846,0.12133020197867744,0.07938865982401261,0.0541161147851327,0.5050552097549397,0.17655352443560798,0.8680083956635698,0.4468834363228538,0.2565333139173303,0.216126654460277,0.5081540719310625,0.1473576158404456,0.4160294935068294,0.09576485878316247,0.3339520736753624,0.059785035646493304,0.26429096271773167,0.03614638382350887,0.6733280654311783,0.07488269013400932,0.560311787600659,0.03842812664662121,0.4532430771148138,0.01856258999185929,0.36002156224739273,0.0085820270348993,0.28303436400236726,5.551115123125783e-17,0.9999999999999994,2.7755575615628914e-17,0.9999999999999994,8.673617379884035e-18,0.9999999999999992,2.6020852139652106e-18,0.9999999999999989,7.589415207398531e-19,0.023629948183379754,0.5899239869964095,0.0037022488426977753,0.4554150985706553,0.0004671619427661316,0.3505829747272203,5.2932956216648296e-05,0.26978314147146826,5.65529096606301e-06,0.2663743419110045,0.18613731355971355,0.13250102341091852,0.09347216897834928,0.059550208221727,0.044873787755023826,0.02531610883288434,0.02110282309477866,0.010469050956631521,0.16073811375258612,0.0004067548681421646,0.02673578867700692,8.506465416490559e-06,0.004374222160296674,1.7453929299723256e-07,0.0007153841250113845,3.570295805539562e-09,0.00011699686275486781,0.6995949003682492,0.22074032465440707,0.9999999999999998,0.8998266238996094,0.541151515549657,0.3176188145015825
31,1.0,1.0,0.7791914354110135,0.6704750180855181,0.7548281237210308,0.09381242429537574,0.2733025539172143,0.4107997649480971,0.07686764184119509,0.2811201904022987,0.06451118148788546,0.5609171670138624,0.13958345279521292,0.2800948959925576,0.03908082180156887,0.035366613945167574,0.15513686497804313,0.02908838710201063,0.43157534171216744,0.08407319866189808,0.08608072038122996,0.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.061831632669082814,0.67206786098099,0.025714233380707135,0.5674738460516321,0.0094972259950177,0.47429381453702707,0.0032323790680576087,0.3947881775458621,0.0010420328291606798,0.03468786593913577,0.4796431557767864,0.005766067811795709,0.3348169251286747,0.0007759056279385776,0.23271180929108076,9.421400435008387e-05,0.16164767799574964,1.0836093845958361e-05,0.057232592719174885,0.6280495531749194,0.020268920741028575,0.5100529881260872,0.006232573701234448,0.4102161591977402,0.0017513943675905952,0.32886334331564815,0.0004652376027910682,0.03128524116868779,0.009367329393594174,0.0011807432026537286,0.0009081874011103438,4.111209527016881e-05,8.795431562062636e-05,1.4205202038389555e-06,8.517697099919066e-06,4.9045968993807774e-08,1.0,1.0,0.8727008333301385,0.8606639681967266,0.8674373345206194,0.5904637850741382
